userToken,timestamp,objectID,eventType,eventName
6a196c12f0151eda6309dc58,1778229514531,6a196bec7f90a561d7128938,conversion,Order Completed
6a196c12f0151eda6309dc59,1777779997518,6a196bec7f90a561d7128905,view,Product Viewed
6a196c12f0151eda6309dc59,1777780564017,6a196bec7f90a561d7128905,click,Added To Cart
6a196c12f0151eda6309dc59,1777778620428,6a196bec7f90a561d71288d0,view,Product Viewed
6a196c12f0151eda6309dc59,1777780497222,6a196bec7f90a561d71288d0,click,Added To Cart
2c2a8f66-6396-415d-bb01-2155347b2384,1779835618510,6a196bec7f90a561d71288ec,view,Product Viewed
2c2a8f66-6396-415d-bb01-2155347b2384,1779837473700,6a196bec7f90a561d71288ec,click,Added To Cart
2c2a8f66-6396-415d-bb01-2155347b2384,1779837713315,6a196bec7f90a561d71288ec,conversion,Order Completed
2c2a8f66-6396-415d-bb01-2155347b2384,1779835004278,6a196bec7f90a561d71288bd,view,Product Viewed
2c2a8f66-6396-415d-bb01-2155347b2384,1779837539934,6a196bec7f90a561d71288bd,click,Added To Cart
2c2a8f66-6396-415d-bb01-2155347b2384,1779837713315,6a196bec7f90a561d71288bd,conversion,Order Completed
2c2a8f66-6396-415d-bb01-2155347b2384,1779836829542,6a196bec7f90a561d7128885,view,Product Viewed
2c2a8f66-6396-415d-bb01-2155347b2384,1779837498702,6a196bec7f90a561d7128885,click,Added To Cart
2c2a8f66-6396-415d-bb01-2155347b2384,1779837713315,6a196bec7f90a561d7128885,conversion,Order Completed
ece1ddfc-738d-480a-a86e-64f079f61a6d,1778586334800,6a196bec7f90a561d71288e4,view,Product Viewed
ece1ddfc-738d-480a-a86e-64f079f61a6d,1778588897409,6a196bec7f90a561d71288e4,click,Added To Cart
ece1ddfc-738d-480a-a86e-64f079f61a6d,1778588973715,6a196bec7f90a561d71288e4,conversion,Order Completed
ece1ddfc-738d-480a-a86e-64f079f61a6d,1778587849763,6a196bec7f90a561d712890d,view,Product Viewed
ece1ddfc-738d-480a-a86e-64f079f61a6d,1778588743633,6a196bec7f90a561d712890d,click,Added To Cart
ece1ddfc-738d-480a-a86e-64f079f61a6d,1778588973715,6a196bec7f90a561d712890d,conversion,Order Completed
6a196c12f0151eda6309dc5a,1778924316135,6a196bec7f90a561d7128957,view,Product Viewed
6a196c12f0151eda6309dc5a,1778926416453,6a196bec7f90a561d7128957,click,Added To Cart
6a196c12f0151eda6309dc5a,1778926705272,6a196bec7f90a561d7128957,conversion,Order Completed
6a196c12f0151eda6309dc5a,1778923355539,6a196bec7f90a561d7128948,view,Product Viewed
6a196c12f0151eda6309dc5a,1778926493309,6a196bec7f90a561d7128948,click,Added To Cart
6a196c12f0151eda6309dc5a,1778926705272,6a196bec7f90a561d7128948,conversion,Order Completed
6a196c12f0151eda6309dc5a,1778925864603,6a196bec7f90a561d7128956,view,Product Viewed
6a196c12f0151eda6309dc5a,1778926508818,6a196bec7f90a561d7128956,click,Added To Cart
6a196c12f0151eda6309dc5a,1778926705272,6a196bec7f90a561d7128956,conversion,Order Completed
6a196c12f0151eda6309dc5b,1778357489597,6a196bec7f90a561d71288ce,view,Product Viewed
6a196c12f0151eda6309dc5b,1778358699028,6a196bec7f90a561d71288ce,click,Added To Cart
6a196c12f0151eda6309dc5b,1778358859382,6a196bec7f90a561d71288ce,conversion,Order Completed
6a196c12f0151eda6309dc5c,1778789328059,6a196bec7f90a561d712890e,view,Product Viewed
6a196c12f0151eda6309dc5c,1778792079719,6a196bec7f90a561d712890e,click,Added To Cart
6a196c12f0151eda6309dc5d,1779464383490,6a196bec7f90a561d71288bd,view,Product Viewed
6a196c12f0151eda6309dc5d,1779467192956,6a196bec7f90a561d71288bd,click,Added To Cart
6a196c12f0151eda6309dc5d,1779467316732,6a196bec7f90a561d71288bd,conversion,Order Completed
4b6d4381-e3c9-47b7-8186-0e8115655275,1778239252863,6a196bec7f90a561d7128889,view,Product Viewed
4b6d4381-e3c9-47b7-8186-0e8115655275,1778240962709,6a196bec7f90a561d7128889,click,Added To Cart
4b6d4381-e3c9-47b7-8186-0e8115655275,1778239116078,6a196bec7f90a561d7128886,view,Product Viewed
4b6d4381-e3c9-47b7-8186-0e8115655275,1778240882231,6a196bec7f90a561d7128886,click,Added To Cart
a530a15b-9645-4611-832e-8b16fd843c05,1779173068933,6a196bec7f90a561d71288cf,view,Product Viewed
a530a15b-9645-4611-832e-8b16fd843c05,1779174835866,6a196bec7f90a561d71288cf,click,Added To Cart
a530a15b-9645-4611-832e-8b16fd843c05,1779175081799,6a196bec7f90a561d71288cf,conversion,Order Completed
6a196c12f0151eda6309dc5e,1778611602373,6a196bec7f90a561d712891b,view,Product Viewed
6a196c12f0151eda6309dc5e,1778614666639,6a196bec7f90a561d712891b,click,Added To Cart
6a196c12f0151eda6309dc5e,1778612981825,6a196bec7f90a561d712894f,view,Product Viewed
6a196c12f0151eda6309dc5e,1778614549419,6a196bec7f90a561d712894f,click,Added To Cart
6a196c12f0151eda6309dc5e,1778613647383,6a196bec7f90a561d7128930,view,Product Viewed
6a196c12f0151eda6309dc5e,1778614530876,6a196bec7f90a561d7128930,click,Added To Cart
6a196c12f0151eda6309dc5f,1779139957477,6a196bec7f90a561d7128892,view,Product Viewed
6a196c12f0151eda6309dc5f,1779143083651,6a196bec7f90a561d7128892,click,Added To Cart
6a196c12f0151eda6309dc5f,1779143351882,6a196bec7f90a561d7128892,conversion,Order Completed
6a196c12f0151eda6309dc60,1779401147696,6a196bec7f90a561d71288b6,view,Product Viewed
6a196c12f0151eda6309dc60,1779401459268,6a196bec7f90a561d71288b6,click,Added To Cart
6a196c12f0151eda6309dc60,1779401647747,6a196bec7f90a561d71288b6,conversion,Order Completed
6a196c12f0151eda6309dc60,1779399340508,6a196bec7f90a561d71288fa,view,Product Viewed
6a196c12f0151eda6309dc60,1779401453147,6a196bec7f90a561d71288fa,click,Added To Cart
6a196c12f0151eda6309dc60,1779401647747,6a196bec7f90a561d71288fa,conversion,Order Completed
6a196c12f0151eda6309dc60,1779398195733,6a196bec7f90a561d71288ac,view,Product Viewed
6a196c12f0151eda6309dc60,1779401360662,6a196bec7f90a561d71288ac,click,Added To Cart
6a196c12f0151eda6309dc60,1779401647747,6a196bec7f90a561d71288ac,conversion,Order Completed
935c078b-3ecb-47bf-a503-2eb2d6618a28,1778395079167,6a196bec7f90a561d7128889,view,Product Viewed
935c078b-3ecb-47bf-a503-2eb2d6618a28,1778396101544,6a196bec7f90a561d7128889,click,Added To Cart
935c078b-3ecb-47bf-a503-2eb2d6618a28,1778396188205,6a196bec7f90a561d7128889,conversion,Order Completed
6a196c12f0151eda6309dc61,1779641428130,6a196bec7f90a561d7128892,view,Product Viewed
6a196c12f0151eda6309dc61,1779644630574,6a196bec7f90a561d7128892,click,Added To Cart
6a196c12f0151eda6309dc61,1779644465548,6a196bec7f90a561d712890d,view,Product Viewed
6a196c12f0151eda6309dc61,1779644534026,6a196bec7f90a561d712890d,click,Added To Cart
d0301bfb-4e9f-4bcb-af32-e9748a279ed8,1779100228960,6a196bec7f90a561d7128956,view,Product Viewed
d0301bfb-4e9f-4bcb-af32-e9748a279ed8,1779100546696,6a196bec7f90a561d7128956,click,Added To Cart
d0301bfb-4e9f-4bcb-af32-e9748a279ed8,1779098089425,6a196bec7f90a561d71288fa,view,Product Viewed
d0301bfb-4e9f-4bcb-af32-e9748a279ed8,1779100395333,6a196bec7f90a561d71288fa,click,Added To Cart
e02e06bc-bcc1-4f05-9c26-c6ea96402d9a,1778845023800,6a196bec7f90a561d7128890,view,Product Viewed
e02e06bc-bcc1-4f05-9c26-c6ea96402d9a,1778847680301,6a196bec7f90a561d7128890,click,Added To Cart
e02e06bc-bcc1-4f05-9c26-c6ea96402d9a,1778847847119,6a196bec7f90a561d7128890,conversion,Order Completed
e02e06bc-bcc1-4f05-9c26-c6ea96402d9a,1778846114691,6a196bec7f90a561d7128922,view,Product Viewed
e02e06bc-bcc1-4f05-9c26-c6ea96402d9a,1778847582804,6a196bec7f90a561d7128922,click,Added To Cart
e02e06bc-bcc1-4f05-9c26-c6ea96402d9a,1778847847119,6a196bec7f90a561d7128922,conversion,Order Completed
92f0dd24-82bb-40dc-bbd7-8a5677eba7a0,1777731745133,6a196bec7f90a561d7128871,view,Product Viewed
92f0dd24-82bb-40dc-bbd7-8a5677eba7a0,1777732701079,6a196bec7f90a561d7128871,click,Added To Cart
92f0dd24-82bb-40dc-bbd7-8a5677eba7a0,1777732955537,6a196bec7f90a561d7128871,conversion,Order Completed
92f0dd24-82bb-40dc-bbd7-8a5677eba7a0,1777732601709,6a196bec7f90a561d712887e,view,Product Viewed
92f0dd24-82bb-40dc-bbd7-8a5677eba7a0,1777732883969,6a196bec7f90a561d712887e,click,Added To Cart
92f0dd24-82bb-40dc-bbd7-8a5677eba7a0,1777732955537,6a196bec7f90a561d712887e,conversion,Order Completed
92f0dd24-82bb-40dc-bbd7-8a5677eba7a0,1777731437320,6a196bec7f90a561d7128910,view,Product Viewed
92f0dd24-82bb-40dc-bbd7-8a5677eba7a0,1777732670673,6a196bec7f90a561d7128910,click,Added To Cart
92f0dd24-82bb-40dc-bbd7-8a5677eba7a0,1777732955537,6a196bec7f90a561d7128910,conversion,Order Completed
6a196c12f0151eda6309dc62,1778600120986,6a196bec7f90a561d71288fa,view,Product Viewed
6a196c12f0151eda6309dc62,1778602812542,6a196bec7f90a561d71288fa,click,Added To Cart
6a196c12f0151eda6309dc62,1778600410480,6a196bec7f90a561d712894f,view,Product Viewed
6a196c12f0151eda6309dc62,1778602823391,6a196bec7f90a561d712894f,click,Added To Cart
6a196c12f0151eda6309dc62,1778602339327,6a196bec7f90a561d7128906,view,Product Viewed
6a196c12f0151eda6309dc62,1778602744405,6a196bec7f90a561d7128906,click,Added To Cart
6a196c12f0151eda6309dc63,1777846826098,6a196bec7f90a561d71288f9,view,Product Viewed
6a196c12f0151eda6309dc63,1777848283284,6a196bec7f90a561d71288f9,click,Added To Cart
6a196c12f0151eda6309dc63,1777848487077,6a196bec7f90a561d71288f9,conversion,Order Completed
6a196c12f0151eda6309dc64,1779528494310,6a196bec7f90a561d712890d,view,Product Viewed
6a196c12f0151eda6309dc64,1779530737891,6a196bec7f90a561d712890d,click,Added To Cart
6a196c12f0151eda6309dc64,1779531003368,6a196bec7f90a561d712890d,conversion,Order Completed
6a196c12f0151eda6309dc64,1779528121044,6a196bec7f90a561d71288f9,view,Product Viewed
6a196c12f0151eda6309dc64,1779530897440,6a196bec7f90a561d71288f9,click,Added To Cart
6a196c12f0151eda6309dc64,1779531003368,6a196bec7f90a561d71288f9,conversion,Order Completed
6a196c12f0151eda6309dc64,1779528519730,6a196bec7f90a561d7128945,view,Product Viewed
6a196c12f0151eda6309dc64,1779530833020,6a196bec7f90a561d7128945,click,Added To Cart
6a196c12f0151eda6309dc64,1779531003368,6a196bec7f90a561d7128945,conversion,Order Completed
6a196c12f0151eda6309dc65,1780041280522,6a196bec7f90a561d71288ed,view,Product Viewed
6a196c12f0151eda6309dc65,1780041605739,6a196bec7f90a561d71288ed,click,Added To Cart
6a196c12f0151eda6309dc65,1780041826181,6a196bec7f90a561d71288ed,conversion,Order Completed
3be03b81-d8ae-498a-8c5b-622bc8ba17f5,1778262264678,6a196bec7f90a561d71288ee,view,Product Viewed
3be03b81-d8ae-498a-8c5b-622bc8ba17f5,1778265022970,6a196bec7f90a561d71288ee,click,Added To Cart
3be03b81-d8ae-498a-8c5b-622bc8ba17f5,1778265268397,6a196bec7f90a561d71288ee,conversion,Order Completed
3be03b81-d8ae-498a-8c5b-622bc8ba17f5,1778261883660,6a196bec7f90a561d7128956,view,Product Viewed
3be03b81-d8ae-498a-8c5b-622bc8ba17f5,1778265148842,6a196bec7f90a561d7128956,click,Added To Cart
3be03b81-d8ae-498a-8c5b-622bc8ba17f5,1778265268397,6a196bec7f90a561d7128956,conversion,Order Completed
3be03b81-d8ae-498a-8c5b-622bc8ba17f5,1778263093631,6a196bec7f90a561d7128889,view,Product Viewed
3be03b81-d8ae-498a-8c5b-622bc8ba17f5,1778265175903,6a196bec7f90a561d7128889,click,Added To Cart
3be03b81-d8ae-498a-8c5b-622bc8ba17f5,1778265268397,6a196bec7f90a561d7128889,conversion,Order Completed
6a196c12f0151eda6309dc66,1778946798079,6a196bec7f90a561d71288cf,view,Product Viewed
6a196c12f0151eda6309dc66,1778948553669,6a196bec7f90a561d71288cf,click,Added To Cart
6a196c12f0151eda6309dc66,1778948689283,6a196bec7f90a561d71288cf,conversion,Order Completed
679d9804-d3b8-4260-9ae0-6701f9e7b9b6,1778127947383,6a196bec7f90a561d71288ec,view,Product Viewed
679d9804-d3b8-4260-9ae0-6701f9e7b9b6,1778128384231,6a196bec7f90a561d71288ec,click,Added To Cart
679d9804-d3b8-4260-9ae0-6701f9e7b9b6,1778128649571,6a196bec7f90a561d71288ec,conversion,Order Completed
679d9804-d3b8-4260-9ae0-6701f9e7b9b6,1778126703130,6a196bec7f90a561d7128888,view,Product Viewed
679d9804-d3b8-4260-9ae0-6701f9e7b9b6,1778128571417,6a196bec7f90a561d7128888,click,Added To Cart
679d9804-d3b8-4260-9ae0-6701f9e7b9b6,1778128649571,6a196bec7f90a561d7128888,conversion,Order Completed
6a196c12f0151eda6309dc67,1779062127296,6a196bec7f90a561d7128947,view,Product Viewed
6a196c12f0151eda6309dc67,1779064209575,6a196bec7f90a561d7128947,click,Added To Cart
6a196c12f0151eda6309dc67,1779064327238,6a196bec7f90a561d7128947,conversion,Order Completed
6a196c12f0151eda6309dc67,1779062278386,6a196bec7f90a561d71288ec,view,Product Viewed
6a196c12f0151eda6309dc67,1779064231270,6a196bec7f90a561d71288ec,click,Added To Cart
6a196c12f0151eda6309dc67,1779064327238,6a196bec7f90a561d71288ec,conversion,Order Completed
21f198d7-e3a5-4534-b9e8-1803a6640c93,1778264250446,6a196bec7f90a561d7128948,view,Product Viewed
21f198d7-e3a5-4534-b9e8-1803a6640c93,1778266020449,6a196bec7f90a561d7128948,click,Added To Cart
21f198d7-e3a5-4534-b9e8-1803a6640c93,1778266101853,6a196bec7f90a561d7128948,conversion,Order Completed
21f198d7-e3a5-4534-b9e8-1803a6640c93,1778263321451,6a196bec7f90a561d71288ec,view,Product Viewed
21f198d7-e3a5-4534-b9e8-1803a6640c93,1778266023932,6a196bec7f90a561d71288ec,click,Added To Cart
21f198d7-e3a5-4534-b9e8-1803a6640c93,1778266101853,6a196bec7f90a561d71288ec,conversion,Order Completed
3d6486ea-959a-48bf-ae8a-bbf1adf1d74d,1778374541941,6a196bec7f90a561d712894f,view,Product Viewed
3d6486ea-959a-48bf-ae8a-bbf1adf1d74d,1778377694848,6a196bec7f90a561d712894f,click,Added To Cart
3d6486ea-959a-48bf-ae8a-bbf1adf1d74d,1778377760230,6a196bec7f90a561d712894f,conversion,Order Completed
3d6486ea-959a-48bf-ae8a-bbf1adf1d74d,1778376758411,6a196bec7f90a561d71288d0,view,Product Viewed
3d6486ea-959a-48bf-ae8a-bbf1adf1d74d,1778377680144,6a196bec7f90a561d71288d0,click,Added To Cart
3d6486ea-959a-48bf-ae8a-bbf1adf1d74d,1778377760230,6a196bec7f90a561d71288d0,conversion,Order Completed
1c842149-6096-489c-98df-d5cc108c95a9,1778746414844,6a196bec7f90a561d7128938,view,Product Viewed
1c842149-6096-489c-98df-d5cc108c95a9,1778748038683,6a196bec7f90a561d7128938,click,Added To Cart
6a196c12f0151eda6309dc68,1779607557811,6a196bec7f90a561d71288ef,view,Product Viewed
6a196c12f0151eda6309dc68,1779608047876,6a196bec7f90a561d71288ef,click,Added To Cart
6a196c12f0151eda6309dc68,1779608190669,6a196bec7f90a561d71288ef,conversion,Order Completed
6a196c12f0151eda6309dc68,1779606290170,6a196bec7f90a561d7128911,view,Product Viewed
6a196c12f0151eda6309dc68,1779608065014,6a196bec7f90a561d7128911,click,Added To Cart
6a196c12f0151eda6309dc68,1779608190669,6a196bec7f90a561d7128911,conversion,Order Completed
6a196c12f0151eda6309dc68,1779606813305,6a196bec7f90a561d7128922,view,Product Viewed
6a196c12f0151eda6309dc68,1779607961284,6a196bec7f90a561d7128922,click,Added To Cart
6a196c12f0151eda6309dc68,1779608190669,6a196bec7f90a561d7128922,conversion,Order Completed
6a196c12f0151eda6309dc69,1778902661045,6a196bec7f90a561d7128889,view,Product Viewed
6a196c12f0151eda6309dc69,1778905064741,6a196bec7f90a561d7128889,click,Added To Cart
6a196c12f0151eda6309dc69,1778905146554,6a196bec7f90a561d7128889,conversion,Order Completed
